gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,No,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,114.37,731.59,No
Female,Yes,No,Yes,17,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,64.89,1395.32,No
Male,No,No,No,16,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,32.51,4569.62,Yes
Female,Yes,Yes,Yes,34,No,No,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),48.51,3475.8,Yes
Female,Yes,No,Yes,67,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.91,9932.49,Yes
Male,No,No,No,28,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),54.44,1913.77,No
Female,No,Yes,No,25,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,103.7,5742.31,No
Female,No,No,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.34,3415.82,Yes
Male,Yes,Yes,Yes,20,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,86.52,6495.67,Yes
Male,No,No,Yes,10,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),70.36,6121.66,Yes
Female,Yes,No,Yes,39,No,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),101.46,4742.62,No
Male,No,No,Yes,40,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,39.24,9614.11,No
Female,No,No,No,19,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.5,3973.73,Yes
Male,Yes,Yes,No,1,No,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.77,3602.33,Yes
Male,Yes,Yes,Yes,16,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,37.57,6482.49,No
Female,No,Yes,Yes,9,Yes,No,No,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),91.5,5158.46,Yes
Female,Yes,No,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,109.91,118.03,No
Male,No,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,64.21,8627.26,Yes
Female,Yes,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),87,1597.73,No
Male,Yes,Yes,Yes,67,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,23.98,3111.51,No
Female,Yes,No,Yes,35,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),118.91,9876.41,Yes
Male,Yes,Yes,Yes,55,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),28.92,718.88,No
Male,Yes,No,Yes,2,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.1,2049.1,Yes
Male,No,No,No,50,No,No,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,103.69,1332.6,No
Male,Yes,No,Yes,30,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),74.18,9375.11,Yes
Male,Yes,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.67,1631.33,Yes
Female,No,No,No,12,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.38,8247.13,No
Male,No,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),35.52,8945.41,Yes
Female,No,Yes,Yes,21,Yes,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.83,6732.87,Yes
Male,Yes,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),107.55,7974.83,No
Male,No,No,Yes,58,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.53,6575.68,No
Male,No,No,No,44,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.79,8425.45,No
Female,No,No,Yes,17,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,46.71,53.25,Yes
Male,No,Yes,Yes,4,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),79.8,958.17,No
Male,No,No,No,9,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),71.82,3605.05,Yes
Female,Yes,Yes,No,49,No,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.45,8605.08,Yes
Male,Yes,No,Yes,69,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.15,2848.26,No
Female,Yes,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,69.33,2132.55,No
Female,No,Yes,Yes,65,No,No phone service,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.37,8320.82,Yes
Female,Yes,Yes,No,58,No,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.77,4498.42,No
Male,No,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,96.29,143.12,Yes
Female,Yes,Yes,No,63,Yes,No phone service,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.91,5758.02,No
Female,No,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),28.11,179.62,Yes
Female,Yes,Yes,No,1,No,No phone service,No,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,41.1,8601.07,No
Female,Yes,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),24.57,197.84,No
Female,No,No,No,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,111.91,9980.75,Yes
Male,No,No,No,13,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,61.08,8935.02,Yes
Male,Yes,No,Yes,35,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,No,Mailed check,77.74,7828.74,No
Female,No,Yes,No,7,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.4,660.11,Yes
Female,Yes,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.78,7522.97,Yes
Female,Yes,Yes,No,35,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Electronic check,39.78,2635.5,Yes
Female,No,No,Yes,31,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.62,3635.49,No
Female,Yes,Yes,No,48,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,57.22,8288.86,No
Female,Yes,No,Yes,7,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),111.38,6449.42,No
Male,No,Yes,No,45,Yes,No phone service,No,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,43,272.38,No
Male,No,Yes,Yes,8,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.29,5800.33,No
Male,No,No,No,32,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,50.15,2000.65,No
Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),33.64,5371.84,No
Male,Yes,No,Yes,33,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,86.94,6221.44,No
Female,No,Yes,Yes,21,No,Yes,No,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),22.25,2983.02,No
Female,No,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.1,146.76,No
Male,No,No,Yes,56,Yes,No,No,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),30.58,1284.18,Yes
Female,No,No,Yes,46,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.06,6140.28,No
Male,Yes,No,No,26,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.56,8445.18,No
Male,Yes,No,No,47,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,105.73,1030.33,No
Male,Yes,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,50.27,9813.89,No
Female,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,108.32,7697.7,No
Male,No,Yes,Yes,42,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.89,8739.98,Yes
Female,Yes,No,Yes,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.75,5063.02,No
Female,No,Yes,No,26,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.68,4961.74,Yes
Male,No,No,No,63,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,37.74,4328.15,Yes
Female,Yes,No,Yes,13,No,No,No,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,97.69,6565.32,No
Male,No,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,54.43,5743.66,No
Female,Yes,No,Yes,4,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),91.17,5898.85,Yes
Female,Yes,No,No,39,No,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.37,3633.4,Yes
Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),60.49,6195.32,No
Female,Yes,Yes,Yes,55,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.34,9312.86,No
Male,Yes,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),98.74,4905.94,No
Male,Yes,Yes,No,33,Yes,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),32.39,1310.22,No
Female,No,No,No,29,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),67.84,334.98,No
Female,No,No,No,55,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),50.54,8154.85,Yes
Female,Yes,Yes,Yes,31,Yes,No,No,No,Yes,No,Yes,No,No,One year,No,Mailed check,62.54,4367.39,Yes
Male,Yes,No,No,66,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.19,2929.6,Yes
Male,Yes,No,No,9,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.83,5181.01,No
Female,Yes,Yes,Yes,13,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),40.56,932.22,Yes
Male,Yes,Yes,No,18,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.81,3978.95,No
Male,No,No,No,5,No,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.19,2699.86,Yes
Male,No,No,No,34,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,29.11,306.2,No
Female,No,Yes,No,29,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),30.91,9846.35,No
Male,Yes,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.76,847.54,No
Male,Yes,Yes,No,56,No,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,99.79,9781.23,Yes
Male,Yes,No,Yes,41,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,111.3,2890.23,No
Female,No,No,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,69.72,8073.4,No
Male,No,No,Yes,67,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,86.89,4943.76,No
Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),50.72,3729.79,No
Male,No,No,No,5,No,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,27.25,1594.52,Yes
Female,Yes,No,No,21,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,27.11,7566.18,No
Male,Yes,No,Yes,22,No,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),23.36,4631.03,Yes
Female,No,Yes,Yes,21,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,43.38,7511.73,No
Female,No,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),24.52,4194.85,Yes
Female,Yes,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,40.51,312.42,Yes
Female,Yes,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,45.14,421.67,Yes
Female,Yes,Yes,Yes,2,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,43.52,5580.68,Yes
Male,No,No,Yes,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.74,665.53,No
Female,Yes,No,No,28,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,99.12,3689.38,No
Female,Yes,No,Yes,34,No,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.18,3628.19,Yes
Male,No,No,No,60,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),25.47,6017.53,No
Male,No,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.89,7557.16,Yes
Female,Yes,No,Yes,48,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,59.08,1159.57,Yes
Female,No,Yes,No,14,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,44.67,6160.7,No
Male,Yes,No,No,59,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.15,410.98,No
Male,Yes,Yes,Yes,30,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,53.1,9178.56,No
Male,No,Yes,No,60,No,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.39,2571.71,Yes
Female,Yes,No,Yes,61,Yes,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),32.44,4775.48,No
Male,Yes,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,41.92,6146.25,Yes
Female,Yes,Yes,Yes,7,No,No phone service,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,42.94,4443.95,No
Female,Yes,No,No,25,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),112.34,4351.92,Yes
Male,No,No,Yes,20,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),81.89,3999.31,Yes
Female,Yes,No,Yes,21,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.18,9237.75,No
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,107.8,7386.25,No
Female,No,No,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,26.14,4240.39,No
Male,Yes,Yes,No,56,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,39.38,5116.92,Yes
Male,Yes,No,Yes,61,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),51.61,2934.6,Yes
Female,Yes,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,118.17,6757.06,Yes
Female,Yes,No,No,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.17,5208.6,No
Female,No,No,No,71,Yes,Yes,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,54.18,158.12,No
Female,Yes,No,Yes,46,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.37,5159.9,Yes
Male,Yes,Yes,No,2,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,45.72,326.53,Yes
Male,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.18,3648.99,No
Female,Yes,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.92,7421.23,No
Female,Yes,Yes,No,28,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.51,4397.23,Yes
Female,No,Yes,No,43,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),43.35,9537.87,Yes
Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,82.25,6688.62,Yes
Female,No,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.65,6170.18,Yes
Female,Yes,Yes,Yes,25,Yes,No phone service,No,No,Yes,No,No,No,No,One year,No,Credit card (automatic),47.83,2007.6,No
Female,No,No,Yes,52,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.05,8649.06,No
Female,No,No,No,39,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,87.73,283.99,No
Female,Yes,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.48,8473.26,Yes
Male,Yes,Yes,Yes,10,No,No phone service,No,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),44.1,6106.8,Yes
Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,53.99,4911.07,Yes
Female,Yes,Yes,No,30,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,33.25,7352.74,Yes
Female,Yes,No,Yes,1,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.85,1181.65,Yes
Female,Yes,No,Yes,23,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,116.77,73.05,No
Female,No,Yes,Yes,19,No,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.95,8779.02,No
Male,Yes,No,Yes,31,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),21.89,7025.08,Yes
Female,No,No,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,76.5,671.02,Yes
Male,Yes,Yes,No,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,100.77,2265.29,Yes
Male,No,Yes,No,53,No,No phone service,No,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),61.61,1559.81,No
Female,No,No,No,1,Yes,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),21.38,3112.7,No
Female,Yes,No,Yes,24,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.56,7645.65,Yes
Male,Yes,No,Yes,59,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.95,1051.34,No
Male,Yes,Yes,No,59,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,98.36,470.53,Yes
Female,No,Yes,No,40,No,No,No,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,59.25,6796.39,No
Male,No,No,No,69,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),55.72,8445.83,No
Male,Yes,Yes,No,39,Yes,No phone service,No,No,No,No,Yes,Yes,No,One year,No,Mailed check,66.09,6841.13,No
Male,Yes,Yes,No,7,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,76.68,1581.46,Yes
Male,No,Yes,Yes,31,No,No phone service,No,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),50.14,5104.56,No
Male,No,No,Yes,61,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),39.14,2672.57,No
Male,No,Yes,Yes,61,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.17,1045.22,No
Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,45.46,419.1,No
Male,No,Yes,No,23,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),59.16,7886.19,No
Male,Yes,No,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.22,4913.61,No
Male,No,Yes,Yes,30,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,57.64,6865.87,Yes
Female,Yes,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.3,705.12,Yes
Female,No,Yes,No,12,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,36.4,3417.33,No
Male,No,Yes,No,45,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,38.49,448.7,Yes
Female,Yes,No,Yes,51,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,53.14,5502.24,Yes
Male,Yes,Yes,No,62,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,56.74,2326.48,No
Male,Yes,Yes,No,66,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),32.45,8305.12,No
Female,Yes,No,Yes,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),55.64,5582.96,Yes
Female,Yes,Yes,No,65,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),45.01,3410.76,Yes
Female,Yes,No,Yes,47,No,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),50.03,6956.96,Yes
Male,Yes,No,Yes,16,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.78,1556.55,No
Male,No,No,No,20,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,119.68,2699.62,Yes
Female,No,No,No,50,No,No phone service,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),104.47,9858.55,Yes
Female,No,Yes,No,57,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,68.49,541.93,No
Male,Yes,No,Yes,56,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.79,6231.67,No
Male,No,No,Yes,50,No,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),66.98,4527.36,No
Female,No,Yes,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),55.35,5995.25,Yes
Male,No,Yes,Yes,38,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),76.59,6816.28,No
Male,Yes,Yes,No,9,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.49,8115.16,No
Female,Yes,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,86.93,1360.92,Yes
Male,Yes,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,88.32,9882.51,Yes
Male,Yes,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,44.95,220.14,Yes
Female,Yes,Yes,No,52,No,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.4,1067.77,No
Male,Yes,Yes,Yes,6,Yes,No phone service,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.54,1335.88,No
Male,Yes,No,No,41,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.43,3454.71,No
Female,No,Yes,No,11,Yes,No,No,Yes,No,No,Yes,No,No,One year,No,Mailed check,66.02,4537.64,Yes
Male,Yes,Yes,No,14,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),61.92,3681.56,No
Male,Yes,No,No,50,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,43.95,8119.02,Yes
Female,No,No,No,2,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),49.52,1489.22,Yes
Male,Yes,No,Yes,48,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,52.78,5068.62,No
Male,No,No,Yes,4,No,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,90.88,146.12,No
Male,No,Yes,Yes,59,No,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,34.86,3495.26,No
Male,Yes,Yes,No,44,No,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,85,138.05,Yes
Male,Yes,Yes,No,38,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,84.45,2526.09,No
Male,No,No,Yes,26,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.65,20.16,No
